SYMBOL,ASKPRICE,ASKQTY,BIDPRICE,BIDQTY,CLOSETIME,COUNT,FIRSTID,HIGHPRICE,LASTID,LASTPRICE,LASTQTY,LOWPRICE,OPENPRICE,OPENTIME,PREVCLOSEPRICE,PRICECHANGE,PRICECHANGEPERCENT,QUOTEVOLUME,VOLUME,WEIGHTEDAVGPRICE
LTCUPUSDT,4.06800000,100.00000000,4.06000000,0.36000000,1638428053198,12698,4921716,4.78300000,4934413,4.06000000,3.33000000,3.91200000,4.58800000,1638341653198,4.58000000,-0.52800000,-11.508,2319067.97644000,527734.94000000,4.39438021
LTCDOWNUSDT,0.89420000,25.42000000,0.89130000,175.13000000,1638428055891,6078,2395230,0.91800000,2401307,0.89130000,124.87000000,0.77400000,0.80810000,1638341655891,0.80810000,0.08320000,10.296,930406.97615200,1110267.65000000,0.83800242
LENDBKRW,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,579.46000000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
SXPEUR,2.03200000,2783.40000000,2.03100000,353.10000000,1638428055465,6379,2503130,2.15400000,2509508,2.03200000,2400.30000000,1.97600000,2.05900000,1638341655465,2.05800000,-0.02700000,-1.311,5412423.77340000,2620431.40000000,2.06547051
CREAMBNB,0.05520000,3.33900000,0.05480000,2.15800000,1638427994756,1172,1399238,0.05650000,1400409,0.05490000,5.71000000,0.05380000,0.05550000,1638341594756,0.05540000,-0.00060000,-1.081,778.09032720,14124.31300000,0.05508872
CREAMBUSD,34.10000000,229.54500000,34.00000000,1.79000000,1638428055475,7127,4892154,36.60000000,4899280,34.10000000,0.47800000,33.70000000,35.20000000,1638341655475,35.20000000,-1.10000000,-3.125,1790972.53330000,51043.85600000,35.08693648
UNIBNB,0.03626000,44.52000000,0.03624000,15.60000000,1638428055308,9356,3106075,0.03684000,3115430,0.03627000,32.22000000,0.03323000,0.03520000,1638341655308,0.03525000,0.00107000,3.040,4192.02975210,119978.66000000,0.03493979
UNIBTC,0.00039740,103.01000000,0.00039720,315.00000000,1638428055953,40711,17512816,0.00040230,17553526,0.00039720,29.68000000,0.00036380,0.00038890,1638341655953,0.00038910,0.00000830,2.134,351.76800992,923426.68000000,0.00038094
UNIBUSD,22.50000000,571.57000000,22.47000000,282.67000000,1638428056209,20491,9188393,22.80000000,9208883,22.48000000,0.70000000,20.55000000,22.15000000,1638341656209,22.17000000,0.33000000,1.490,8861590.38570000,404839.64000000,21.88913711
UNIUSDT,22.47000000,139.82000000,22.46000000,108.73000000,1638428056376,233862,82854633,22.78000000,83088494,22.47000000,4.45000000,20.51000000,22.14000000,1638341656376,22.14000000,0.33000000,1.491,67885659.58820000,3117079.19000000,21.77861243
NBSBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000031,0.00000000,0.000,0.00000000,0.00000000,0.00000000
NBSUSDT,0.02333000,8170.70000000,0.02331000,13696.40000000,1638428002105,14934,10155646,0.02562000,10170579,0.02334000,11829.30000000,0.02305000,0.02500000,1638341602105,0.02500000,-0.00166000,-6.640,2405471.24856100,97921671.30000000,0.02456526
OXTBTC,0.00000841,1355.00000000,0.00000839,11322.00000000,1638428054381,3344,3344032,0.00000882,3347375,0.00000839,6028.00000000,0.00000838,0.00000879,1638341654381,0.00000878,-0.00000040,-4.551,18.80724044,2184749.00000000,0.00000861
OXTUSDT,0.47560000,339.00000000,0.47510000,1841.00000000,1638428053779,16752,13547746,0.50550000,13564497,0.47530000,315.00000000,0.46700000,0.50050000,1638341653779,0.50050000,-0.02520000,-5.035,4673381.23330000,9489590.00000000,0.49247452
SUNBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00071100,0.00000000,0.000,0.00000000,0.00000000,0.00000000
SUNUSDT,0.02928000,16000.00000000,0.02926000,31848.00000000,1638428051865,36347,17618674,0.03130000,17655020,0.02928000,52506.00000000,0.02921000,0.02998000,1638341651865,0.03000000,-0.00070000,-2.335,36849355.78993000,1222277960.00000000,0.03014810
AVAXBNB,0.18826000,22.29000000,0.18809000,22.29000000,1638428055058,15878,1851878,0.21890000,1867755,0.18825000,0.85000000,0.18682000,0.19955000,1638341655058,0.19955000,-0.01130000,-5.663,13488.70436150,69620.33000000,0.19374663
AVAXBTC,0.00206240,8.16000000,0.00206220,2.67000000,1638428056232,68994,15046188,0.00222050,15115181,0.00206200,6.00000000,0.00203790,0.00220470,1638341656232,0.00220560,-0.00014270,-6.473,702.35809433,330633.46000000,0.00212428
AVAXBUSD,116.78000000,7.50000000,116.68000000,10.62000000,1638428056066,96936,14017016,127.14000000,14113951,116.77000000,1.92000000,114.32000000,125.60000000,1638341656066,125.60000000,-8.83000000,-7.030,42451256.97630000,348563.48000000,121.78917016
AVAXUSDT,116.64000000,2.70000000,116.61000000,10.26000000,1638428055986,731374,111498063,127.00000000,112229436,116.61000000,8.06000000,114.15000000,125.50000000,1638341655986,125.52000000,-8.89000000,-7.084,310828488.18270000,2553911.52000000,121.70683508
HNTBTC,0.00069020,30.81000000,0.00068850,128.93000000,1638428055068,4205,3683030,0.00071240,3687234,0.00069040,1.00000000,0.00066380,0.00069180,1638341655068,0.00068920,-0.00000140,-0.202,18.89256887,27809.06000000,0.00067937
HNTUSDT,38.99000000,22.50000000,38.98000000,0.51000000,1638428055798,39841,18367493,40.54000000,18407333,38.96000000,1.53000000,37.57000000,39.31000000,1638341655798,39.32000000,-0.35000000,-0.890,12319704.85460000,316071.38000000,38.97760327
BAKEBNB,0.00273500,815.40000000,0.00273100,368.70000000,1638428046865,1684,7855847,0.00279300,7857530,0.00273500,483.30000000,0.00273300,0.00279100,1638341646865,0.00279300,-0.00005600,-2.006,771.32722160,279144.40000000,0.00276318
BURGERBNB,0.00577000,197.90000000,0.00572000,322.80000000,1638428047141,455,3012358,0.00586000,3012812,0.00574000,370.50000000,0.00560000,0.00572000,1638341647141,0.00575000,0.00002000,0.350,304.86437600,53487.30000000,0.00569975
SXPBIDR,33205.00,1738.80000000,33055.00,350.20000000,1638428055333,861,651906,35028.00,652766,33022.00,60.90000000,32476.00,33482.00,1638341655333,33460.00,-460.00,-1.374,1132318597.50,33492.50000000,33808.12
LINKBKRW,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,16948.99000000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
FLMBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00333000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
FLMBTC,0.00000919,3040.00000000,0.00000917,4540.00000000,1638428055017,1000,2319658,0.00000965,2320657,0.00000919,698.00000000,0.00000895,0.00000947,1638341655017,0.00000945,-0.00000028,-2.957,5.49705513,591989.00000000,0.00000929
FLMBUSD,0.52020000,4609.00000000,0.51950000,751.00000000,1638428055027,2553,1187353,0.55170000,1189905,0.52050000,190.00000000,0.50360000,0.53840000,1638341655027,0.53840000,-0.01790000,-3.325,465460.88200000,869266.00000000,0.53546427
FLMUSDT,0.51950000,2637.00000000,0.51910000,1183.00000000,1638428055966,23490,16895142,0.55220000,16918631,0.51910000,190.00000000,0.50220000,0.53770000,1638341655966,0.53770000,-0.01860000,-3.459,5845513.33290000,10905552.00000000,0.53601260
SCRTBTC,0.00009685,3054.70000000,0.00009650,1.20000000,1638428053285,9489,4242190,0.00010778,4251678,0.00009682,12.60000000,0.00009300,0.00010522,1638341653285,0.00010544,-0.00000840,-7.983,42.45456657,418296.30000000,0.00010149
SCRTETH,0.00121270,208.00000000,0.00120250,181.00000000,1638428056213,2011,1325166,0.00132710,1327176,0.00120010,107.00000000,0.00120010,0.00126780,1638341656213,0.00126700,-0.00006770,-5.340,150.14048740,118662.00000000,0.00126528
CAKEBNB,0.02130000,302.21000000,0.02128000,285.84000000,1638428055044,7602,7765472,0.02298000,7773073,0.02128000,30.34000000,0.02100000,0.02266000,1638341655044,0.02263000,-0.00138000,-6.090,18556.25549730,853402.82000000,0.02174384
CAKEBUSD,13.21000000,306.61000000,13.20000000,456.93000000,1638428056135,45873,24023255,14.70000000,24069127,13.21000000,595.09000000,13.03000000,14.26000000,1638341656135,14.27000000,-1.05000000,-7.363,25521064.11170000,1844120.86000000,13.83914941
SPARTABNB,0.00038140,5475.00000000,0.00037910,636.00000000,1638428014449,2333,2559604,0.00042060,2561936,0.00037910,917.00000000,0.00037000,0.00041680,1638341614449,0.00041990,-0.00003770,-9.045,1496.57532610,3734248.00000000,0.00040077
UNIUPUSDT,2.25600000,1490.51000000,2.24900000,12.16000000,1638428055913,7848,5022579,2.31500000,5030426,2.25400000,735.09000000,1.87800000,2.18700000,1638341655913,2.19500000,0.06700000,3.064,1446743.30722000,685292.60000000,2.11113225
UNIDOWNUSDT,2.04400000,108.58000000,2.03800000,1603.87000000,1638428055265,10685,4111187,2.44300000,4121871,2.04300000,341.51000000,1.97200000,2.10600000,1638341655265,2.10700000,-0.06300000,-2.991,1986576.75606000,905707.01000000,2.19339890
ORNBTC,0.00013530,7.90000000,0.00013520,10.00000000,1638428051446,4086,3381181,0.00014250,3385266,0.00013530,10.00000000,0.00013450,0.00014090,1638341651446,0.00014080,-0.00000560,-3.974,12.00544158,87280.60000000,0.00013755
ORNUSDT,7.66100000,45.70000000,7.64300000,55.00000000,1638428043724,16531,10805078,8.17700000,10821608,7.65600000,17.80000000,7.50000000,8.02000000,1638341643724,8.00500000,-0.36400000,-4.539,4816981.35280000,609211.40000000,7.90691270
TRXNGN,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,20.71000000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
SXPTRY,31.28000000,500.00000000,31.23000000,3187.50000000,1638428052503,10173,4571205,32.44000000,4581377,31.23000000,72.00000000,29.84000000,31.04000000,1638341652503,31.04000000,0.19000000,0.612,60080462.19400000,1923342.00000000,31.23753456
UTKBTC,0.00000631,3010.00000000,0.00000630,2706.00000000,1638428046785,4308,5204399,0.00000677,5208706,0.00000630,130.00000000,0.00000621,0.00000675,1638341646785,0.00000674,-0.00000045,-6.667,15.78015990,2434631.00000000,0.00000648
UTKUSDT,0.35670000,800.00000000,0.35610000,2190.00000000,1638428006218,14202,12300475,0.38720000,12314676,0.35650000,547.00000000,0.34680000,0.38400000,1638341606218,0.38400000,-0.02750000,-7.161,3372512.01140000,9054764.00000000,0.37245720
XVSBNB,0.03458000,73.25000000,0.03439000,94.70000000,1638428010878,634,2718969,0.03523000,2719602,0.03449000,11.00000000,0.03430000,0.03503000,1638341610878,0.03516000,-0.00054000,-1.542,256.18745510,7392.74000000,0.03465392
XVSBTC,0.00037780,14.67000000,0.00037720,173.55000000,1638428054304,2350,8609857,0.00039210,8612206,0.00037830,1.34000000,0.00037540,0.00038760,1638341654304,0.00038760,-0.00000930,-2.399,8.37048639,21934.47000000,0.00038161
XVSBUSD,21.39000000,5.71000000,21.36000000,12.60000000,1638428056193,5158,12974566,22.50000000,12979723,21.39000000,11.62000000,21.00000000,22.09000000,1638341656193,22.09000000,-0.70000000,-3.169,649085.48870000,29596.50000000,21.93115702
XVSUSDT,21.35000000,14.67000000,21.33000000,74.93000000,1638428052581,21477,41414336,22.60000000,41435812,21.35000000,45.48000000,20.99000000,22.07000000,1638341652581,22.07000000,-0.72000000,-3.262,4876110.70120000,223172.61000000,21.84905532
ALPHABNB,0.00150800,5636.00000000,0.00149900,537.00000000,1638428056386,245,1036416,0.00155300,1036660,0.00149800,97.00000000,0.00149400,0.00155200,1638341656386,0.00155200,-0.00005400,-3.479,137.33013300,90647.00000000,0.00151500
ALPHABTC,0.00001645,2272.00000000,0.00001642,2255.00000000,1638428056307,3670,5832450,0.00001749,5836119,0.00001643,818.00000000,0.00001625,0.00001716,1638341656307,0.00001714,-0.00000073,-4.254,10.62364541,636081.00000000,0.00001670
ALPHABUSD,0.93110000,2410.00000000,0.92900000,4057.00000000,1638428056467,8697,3393147,1.01960000,3401843,0.93130000,81.00000000,0.90740000,0.97870000,1638341656467,0.97910000,-0.04740000,-4.843,1259990.84490000,1303895.00000000,0.96632846
ALPHAUSDT,0.92950000,4408.00000000,0.92890000,213.00000000,1638428056368,48141,30800066,1.02000000,30848206,0.92910000,161.00000000,0.90560000,0.97690000,1638341656368,0.97650000,-0.04780000,-4.893,12149044.18170000,12567700.00000000,0.96668795
VIDTBTC,0.00001496,594.00000000,0.00001491,500.00000000,1638428042045,3124,5744163,0.00001537,5747286,0.00001491,220.00000000,0.00001478,0.00001531,1638341642045,0.00001530,-0.00000040,-2.613,11.85731739,785407.00000000,0.00001510
VIDTBUSD,0.84520000,19.00000000,0.84200000,69.00000000,1638428022610,5619,8161984,0.88300000,8167602,0.84480000,195.00000000,0.83130000,0.86950000,1638341622610,0.87330000,-0.02470000,-2.841,419436.52000000,485400.00000000,0.86410490
AAVEBNB,0.39480000,1.67600000,0.39450000,12.14900000,1638428052184,2713,1663165,0.42170000,1665877,0.39470000,5.14200000,0.39360000,0.42170000,1638341652184,0.42220000,-0.02700000,-6.403,1203.12316860,2956.15600000,0.40698907
BTCBRL,324001.00000000,0.00153000,323831.00000000,0.03890000,1638428056273,32766,11287399,334395.00000000,11320164,323933.00000000,0.05000000,320501.00000000,322468.00000000,1638341656273,322518.00000000,1465.00000000,0.454,94438348.21206000,288.75128000,327057.76477271
USDTBRL,5.73000000,5955.30000000,5.72800000,29948.10000000,1638428056327,94221,14268402,5.74900000,14362622,5.72900000,4698.40000000,5.64200000,5.66600000,1638341656327,5.66600000,0.06300000,1.112,199058987.44490000,34975155.20000000,5.69143972
AAVEBTC,0.00432800,9.81100000,0.00432600,32.24800000,1638428056127,17741,12165950,0.00469000,12183690,0.00432800,20.39300000,0.00429500,0.00466500,1638341656127,0.00466400,-0.00033700,-7.224,176.17888547,39314.84600000,0.00448123
AAVEETH,0.05410000,15.22800000,0.05400000,36.62400000,1638428056373,1346,2183887,0.05680000,2185232,0.05400000,2.32200000,0.05390000,0.05610000,1638341656373,0.05610000,-0.00210000,-3.743,190.62885300,3436.58400000,0.05547045
AAVEBUSD,244.90000000,1.30400000,244.80000000,8.09800000,1638428055645,7119,5713011,269.30000000,5720129,244.90000000,0.04500000,241.20000000,265.70000000,1638341655645,265.80000000,-20.80000000,-7.828,2247646.91510000,8741.66300000,257.11891606
AAVEUSDT,244.80000000,16.44500000,244.70000000,14.08600000,1638428055678,142621,62255770,268.80000000,62398390,244.60000000,12.18400000,240.90000000,265.50000000,1638341655678,265.70000000,-20.90000000,-7.872,27981611.13490000,108992.76000000,256.72908122
AAVEBKRW,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,164167.00000000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
NEARBNB,0.01337400,499.00000000,0.01333100,233.30000000,1638427991027,808,518111,0.01382600,518918,0.01338300,26.20000000,0.01326900,0.01379100,1638341591027,0.01384800,-0.00040800,-2.958,536.54042800,39856.70000000,0.01346174
NEARBTC,0.00014637,225.30000000,0.00014625,44.00000000,1638428056370,8360,4528587,0.00015314,4536946,0.00014634,50.00000000,0.00014414,0.00015284,1638341656370,0.00015297,-0.00000650,-4.253,59.65724807,400539.20000000,0.00014894
NEARBUSD,8.28500000,75.10000000,8.27900000,18.50000000,1638428056010,13268,5558804,8.79100000,5572071,8.28200000,6.30000000,8.07000000,8.70900000,1638341656010,8.71500000,-0.42700000,-4.903,4049925.54830000,475626.50000000,8.51492831
NEARUSDT,8.27500000,115.10000000,8.27100000,63.40000000,1638428056358,72916,36301475,8.78900000,36374390,8.27100000,142.10000000,8.06800000,8.70300000,1638341656358,8.70500000,-0.43200000,-4.964,34212517.15160000,4019606.30000000,8.51140997
SXPUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.17426000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
SXPDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.08950000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
DOTBKRW,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,13514.98000000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
SXPGBP,1.74200000,1253.20000000,1.71800000,1447.40000000,1638428046699,137,478497,1.82900000,478633,1.72400000,6.00000000,1.68400000,1.73400000,1638341646699,1.75000000,-0.01000000,-0.577,37992.33300000,21720.50000000,1.74914634
FILBNB,0.08590000,152.80000000,0.08570000,165.90000000,1638428048246,7486,2902373,0.08770000,2909858,0.08580000,111.02000000,0.08380000,0.08660000,1638341648246,0.08660000,-0.00080000,-0.924,2360.01041400,27485.46000000,0.08586396
FILBTC,0.00094100,79.15000000,0.00094000,327.96000000,1638428054685,22514,12752877,0.00097200,12775390,0.00094100,2.27000000,0.00093300,0.00095700,1638341654685,0.00095800,-0.00001600,-1.672,161.11758268,169473.94000000,0.00095069
FILBUSD,53.26000000,136.38000000,53.22000000,500.33000000,1638428054685,16702,7183442,55.86000000,7200143,53.22000000,9.17000000,52.65000000,54.55000000,1638341654685,54.57000000,-1.33000000,-2.438,8801385.91470000,162183.35000000,54.26812256
FILUSDT,53.19000000,35.15000000,53.18000000,539.42000000,1638428055837,243802,111877243,55.81000000,112121044,53.18000000,147.99000000,52.59000000,54.51000000,1638341655837,54.51000000,-1.33000000,-2.440,191729369.68710000,3528854.16000000,54.33190520
FILUPUSDT,0.49880000,437.22000000,0.49730000,443.72000000,1638428055768,6379,4269188,0.56340000,4275566,0.49720000,4664.51000000,0.48160000,0.52990000,1638341655768,0.52990000,-0.03270000,-6.171,1193163.49249000,2266696.94000000,0.52638863
FILDOWNUSDT,0.00053530,4928873.68000000,0.00053410,500000.00000000,1638428054670,7898,6812287,0.00055130,6820184,0.00053460,2286032.84000000,0.00046600,0.00049690,1638341654670,0.00049660,0.00003770,7.587,1111758.94618895,2182420375.52000000,0.00050942
YFIUPUSDT,0.00000000,0.00000000,0.00000000,0.00000000,1638414182263,2704,4748554,0.13180000,4751257,0.11690000,10849.02000000,0.11450000,0.12910000,1638327782263,0.12930000,-0.01220000,-9.450,247659.59212300,2008224.25000000,0.12332268
YFIDOWNUSDT,0.00000000,0.00000000,0.00000000,0.00000000,1638414182290,1126,4736772,0.93080000,4737897,0.90090000,16.64000000,0.79480000,0.80260000,1638327782290,0.82080000,0.09830000,12.248,84005.11123200,98203.83000000,0.85541583
INJBNB,0.02002000,42.00000000,0.02000000,78.00000000,1638427972447,3332,1906839,0.02180000,1910170,0.02001000,34.70000000,0.02001000,0.02175000,1638341572447,0.02176000,-0.00174000,-8.000,1690.93676700,82426.30000000,0.02051453
INJBTC,0.00021940,337.70000000,0.00021920,541.00000000,1638428041502,3993,5290712,0.00024090,5294704,0.00021930,22.90000000,0.00021810,0.00024000,1638341641502,0.00024070,-0.00002070,-8.625,26.50749502,116830.80000000,0.00022689
INJBUSD,12.42900000,20.10000000,12.38200000,78.00000000,1638428050305,6454,3121390,13.79200000,3127843,12.38100000,5.90000000,12.23400000,13.68900000,1638341650305,13.72800000,-1.30800000,-9.555,964042.92420000,74116.90000000,13.00705945
INJUSDT,12.39600000,27.70000000,12.38400000,0.30000000,1638428048270,22975,13916913,13.78100000,13939887,12.38400000,16.40000000,12.21600000,13.69500000,1638341648270,13.68000000,-1.31100000,-9.573,7832565.48230000,602574.80000000,12.99849493
AERGOBTC,0.00000731,11457.00000000,0.00000728,1626.00000000,1638428055608,5611,3729497,0.00000782,3735107,0.00000729,265.00000000,0.00000700,0.00000714,1638341655608,0.00000712,0.00000015,2.101,18.98476024,2597158.00000000,0.00000731
AERGOBUSD,0.41420000,33.00000000,0.41260000,35.00000000,1638428055608,6799,4024529,0.44680000,4031327,0.41340000,37.00000000,0.40000000,0.40560000,1638341655608,0.40700000,0.00780000,1.923,1283097.93820000,3054014.00000000,0.42013492
LINKEUR,21.79000000,551.52000000,21.78000000,21.42000000,1638428055205,5935,3493038,23.70000000,3498972,21.77000000,19.78000000,21.36000000,22.94000000,1638341655205,22.99000000,-1.17000000,-5.100,2726282.56480000,119771.72000000,22.76232290
ONEBUSD,0.24177000,4128.00000000,0.24158000,1000.00000000,1638428054403,28577,12270384,0.25938000,12298960,0.24184000,737.60000000,0.23415000,0.25400000,1638341654403,0.25404000,-0.01216000,-4.787,9368908.70353900,37525052.40000000,0.24967077
EASYETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00623000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
AUDIOBTC,0.00004032,1455.80000000,0.00004021,2414.70000000,1638428055077,11443,8598095,0.00004506,8609537,0.00004026,127.60000000,0.00003950,0.00004228,1638341655077,0.00004248,-0.00000202,-4.778,56.89644972,1342989.70000000,0.00004237
AUDIOBUSD,2.27900000,33.00000000,2.27600000,6.10000000,1638428034399,21443,6565050,2.57600000,6586492,2.27900000,31.60000000,2.20500000,2.41200000,1638341634399,2.42100000,-0.13300000,-5.514,4385610.19390000,1803874.10000000,2.43121745
AUDIOUSDT,2.27600000,500.00000000,2.27400000,2216.20000000,1638428053652,109900,28278379,2.57500000,28388278,2.27600000,43.50000000,2.20100000,2.41200000,1638341653652,2.41200000,-0.13600000,-5.638,39433950.96130000,16213412.80000000,2.43218078
CTKBNB,0.00394100,991.60000000,0.00391000,348.10000000,1638428008052,5421,1880826,0.00540600,1886246,0.00391600,35.80000000,0.00381100,0.00420200,1638341608052,0.00424100,-0.00028600,-6.806,2725.93763360,607609.70000000,0.00448633
CTKBTC,0.00004299,13.60000000,0.00004293,23.80000000,1638428055166,68758,2602302,0.00005760,2671059,0.00004292,24.10000000,0.00004139,0.00004650,1638341655166,0.00004651,-0.00000358,-7.699,320.10339686,6405309.00000000,0.00004997
CTKBUSD,2.43100000,4.00000000,2.43000000,348.10000000,1638428053998,121944,3749199,3.28300000,3871142,2.43100000,438.90000000,2.33100000,2.65100000,1638341653998,2.65000000,-0.22000000,-8.299,32438054.36836300,11197718.07000000,2.89684507
CTKUSDT,2.43000000,109.20000000,2.42800000,200.00000000,1638428055624,588531,19730259,3.28000000,20318789,2.43000000,64.90000000,2.32100000,2.64600000,1638341655624,2.64900000,-0.21600000,-8.163,212570046.19430900,74434979.68000000,2.85578161
BCHUPUSDT,0.26700000,233.94000000,0.26630000,1000.00000000,1638428055554,1616,1236815,0.29200000,1238430,0.26640000,894.57000000,0.26000000,0.27800000,1638341655554,0.27740000,-0.01160000,-4.173,255807.32978000,923370.89000000,0.27703638
BCHDOWNUSDT,0.19370000,3792.12000000,0.19290000,2000.00000000,1638428032195,1353,2510279,0.19800000,2511631,0.19370000,416.88000000,0.17390000,0.18630000,1638341632195,0.18750000,0.00740000,3.972,178973.76752700,956978.36000000,0.18701966
BOTBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.04906000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
BOTBUSD,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,2783.23000000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
ETHBRL,25942.76000000,0.00140000,25920.02000000,0.51890000,1638428056336,16479,5428719,27050.00000000,5445197,25926.06000000,0.25000000,25564.87000000,26784.63000000,1638341656336,26801.33000000,-858.57000000,-3.205,53263028.59026600,2015.00080000,26433.25431447
DOTEUR,31.35000000,96.42000000,31.34000000,39.48000000,1638428054563,9266,6410812,33.81000000,6420077,31.33000000,2.23000000,30.76000000,33.35000000,1638341654563,33.39000000,-2.02000000,-6.057,4616004.90470000,140994.26000000,32.73895621
AKROBTC,0.00000057,3184251.00000000,0.00000056,3650192.00000000,1638428055707,4127,2110068,0.00000061,2114194,0.00000057,1069.00000000,0.00000055,0.00000057,1638341655707,0.00000058,0.00000000,0.000,30.70080115,52166040.00000000,0.00000059
AKROUSDT,0.03186000,369.00000000,0.03185000,3822.00000000,1638428053583,122008,18294873,0.03549000,18416880,0.03185000,12345.00000000,0.03106000,0.03264000,1638341653583,0.03266000,-0.00079000,-2.420,14463410.14742000,427676335.00000000,0.03381859
KP3RBNB,1.73490000,0.94000000,1.71670000,0.94000000,1638427706643,1279,1299390,1.83170000,1300668,1.72540000,0.01000000,1.66110000,1.73210000,1638341306643,1.73210000,-0.00670000,-0.387,789.54685900,456.66000000,1.72895997
KP3RBUSD,1068.09000000,0.65000000,1065.56000000,0.22000000,1638428054962,17725,8817997,1159.42000000,8835721,1068.62000000,0.18000000,1061.01000000,1091.52000000,1638341654962,1091.69000000,-22.90000000,-2.098,4662577.43190000,4247.14000000,1097.81580826
AXSBNB,0.21540000,14.69000000,0.21500000,1.37000000,1638428055817,6067,1678068,0.22280000,1684134,0.21540000,3.96000000,0.21410000,0.22020000,1638341655817,0.21980000,-0.00480000,-2.180,3005.84154800,13763.60000000,0.21839065
AXSBTC,0.00235900,7.30000000,0.00235800,0.07000000,1638428055689,19666,7539321,0.00250300,7558986,0.00235900,1.32000000,0.00234300,0.00243100,1638341655689,0.00242900,-0.00007200,-2.962,141.09019862,58502.60000000,0.00241169
AXSBUSD,133.49000000,3.50000000,133.47000000,0.64000000,1638428056236,38335,15545012,143.37000000,15583346,133.49000000,0.37000000,131.56000000,138.51000000,1638341656236,138.46000000,-5.02000000,-3.624,11677531.41400000,84493.61000000,138.20608936
AXSUSDT,133.39000000,6.81000000,133.38000000,3.00000000,1638428056323,200667,77067592,143.25000000,77268258,133.39000000,7.15000000,131.36000000,138.40000000,1638341656323,138.37000000,-5.01000000,-3.620,99182528.72490000,715966.55000000,138.52955662
HARDBNB,0.00161200,1632.00000000,0.00160900,253.00000000,1638428055199,439,650296,0.00177100,650734,0.00161500,258.00000000,0.00159900,0.00176500,1638341655199,0.00178000,-0.00015000,-8.499,139.71759100,84899.00000000,0.00164569
HARDBTC,0.00001767,6.00000000,0.00001760,1752.00000000,1638428056250,1891,3347478,0.00001974,3349368,0.00001767,6.00000000,0.00001746,0.00001949,1638341656250,0.00001948,-0.00000182,-9.338,14.05549565,764656.00000000,0.00001838
HARDBUSD,0.99830000,14.00000000,0.99680000,1632.00000000,1638428055343,4172,2797332,1.12130000,2801503,0.99700000,252.00000000,0.98600000,1.11240000,1638341655343,1.11280000,-0.11540000,-10.374,776334.71600000,739091.00000000,1.05039125
HARDUSDT,0.99810000,27.00000000,0.99640000,180.00000000,1638428055183,19071,14824451,1.12000000,14843521,0.99790000,108.00000000,0.98490000,1.10990000,1638341655183,1.10990000,-0.11200000,-10.091,4358343.53610000,4163385.00000000,1.04682693
BNBBRL,3553.00000000,3.61100000,3549.00000000,6.09800000,1638428055999,47049,5973507,3687.00000000,6020555,3549.00000000,6.50000000,3479.00000000,3563.00000000,1638341655999,3566.00000000,-14.00000000,-0.393,60846418.50100000,16854.11900000,3610.18090005
