SYMBOL,ASKPRICE,ASKQTY,BIDPRICE,BIDQTY,CLOSETIME,COUNT,FIRSTID,HIGHPRICE,LASTID,LASTPRICE,LASTQTY,LOWPRICE,OPENPRICE,OPENTIME,PREVCLOSEPRICE,PRICECHANGE,PRICECHANGEPERCENT,QUOTEVOLUME,VOLUME,WEIGHTEDAVGPRICE
PIVXBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.01660000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
IOSTBTC,0.00000072,6387715.00000000,0.00000071,1428889.00000000,1638428054467,4524,19454248,0.00000074,19458771,0.00000071,117705.00000000,0.00000069,0.00000070,1638341654467,0.00000070,0.00000001,1.429,50.04438536,70200344.00000000,0.00000071
IOSTETH,0.00000890,158181.00000000,0.00000887,40763.00000000,1638428055558,1125,5960514,0.00000919,5961638,0.00000890,673.00000000,0.00000848,0.00000852,1638341655558,0.00000851,0.00000038,4.460,100.03708464,11385910.00000000,0.00000879
CHATBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000195,0.00000000,0.000,0.00000000,0.00000000,0.00000000
CHATETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00006585,0.00000000,0.000,0.00000000,0.00000000,0.00000000
STEEMBTC,0.00001099,55.00000000,0.00001097,80.00000000,1638428031468,2439,11605629,0.00001192,11608067,0.00001097,90.00000000,0.00001090,0.00001143,1638341631468,0.00001142,-0.00000046,-4.024,12.35039043,1082704.00000000,0.00001141
STEEMETH,0.00013770,1370.00000000,0.00013720,918.00000000,1638427713646,577,2718398,0.00014850,2718974,0.00013760,872.00000000,0.00013660,0.00013740,1638341313646,0.00013710,0.00000020,0.146,42.27489060,298709.00000000,0.00014153
STEEMBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00448000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
NANOBTC,0.00008570,0.10000000,0.00008560,100.40000000,1638428049216,11629,31539181,0.00009140,31550809,0.00008570,50.10000000,0.00008550,0.00008760,1638341649216,0.00008770,-0.00000190,-2.169,33.64403126,379636.30000000,0.00008862
NANOETH,0.00107100,8.30000000,0.00107000,14.40000000,1638428051340,2000,6637256,0.00112500,6639255,0.00107000,103.30000000,0.00104200,0.00105700,1638341651340,0.00105200,0.00001300,1.230,150.16734860,137516.50000000,0.00109200
NANOBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.05589000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
VIABTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000681,0.00000000,0.000,0.00000000,0.00000000,0.00000000
VIAETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00085600,0.00000000,0.000,0.00000000,0.00000000,0.00000000
VIABNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00958000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
BLZBTC,0.00000602,18981.00000000,0.00000601,17693.00000000,1638428056065,4957,11365630,0.00000643,11370586,0.00000603,4643.00000000,0.00000578,0.00000628,1638341656065,0.00000627,-0.00000025,-3.981,34.69867348,5660262.00000000,0.00000613
BLZETH,0.00007519,1029.00000000,0.00007508,1029.00000000,1638428056357,727,2897196,0.00007985,2897922,0.00007534,178.00000000,0.00007282,0.00007539,1638341656357,0.00007548,-0.00000005,-0.066,63.58054808,828760.00000000,0.00007672
BLZBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00062190,0.00000000,0.000,0.00000000,0.00000000,0.00000000
AEBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000292,0.00000000,0.000,0.00000000,0.00000000,0.00000000
AEETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00021900,0.00000000,0.000,0.00000000,0.00000000,0.00000000
AEBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00777000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
RPXBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000224,0.00000000,0.000,0.00000000,0.00000000,0.00000000
RPXETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00005449,0.00000000,0.000,0.00000000,0.00000000,0.00000000
RPXBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00145700,0.00000000,0.000,0.00000000,0.00000000,0.00000000
NCASHBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000005,0.00000000,0.000,0.00000000,0.00000000,0.00000000
NCASHETH,0.00000067,4666652.00000000,0.00000066,25906.00000000,1638428053235,938,4878069,0.00000067,4879006,0.00000066,291749.00000000,0.00000065,0.00000066,1638341653235,0.00000066,0.00000000,0.000,30.50109780,46077653.00000000,0.00000066
NCASHBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00006790,0.00000000,0.000,0.00000000,0.00000000,0.00000000
POABTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000041,0.00000000,0.000,0.00000000,0.00000000,0.00000000
POAETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00004891,0.00000000,0.000,0.00000000,0.00000000,0.00000000
POABNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00092100,0.00000000,0.000,0.00000000,0.00000000,0.00000000
ZILBTC,0.00000153,1260049.00000000,0.00000152,1094828.00000000,1638428056124,5693,25275994,0.00000157,25281686,0.00000153,4239.00000000,0.00000150,0.00000155,1638341656124,0.00000154,-0.00000002,-1.290,47.64634000,31148367.00000000,0.00000153
ZILETH,0.00001907,37456.00000000,0.00001903,11601.00000000,1638428054740,2027,7130289,0.00001927,7132315,0.00001906,26602.00000000,0.00001848,0.00001864,1638341654740,0.00001861,0.00000042,2.253,188.79595431,10023266.00000000,0.00001884
ZILBNB,0.00013920,6912.00000000,0.00013900,11600.00000000,1638428043285,641,2540621,0.00014170,2541261,0.00013990,2027.00000000,0.00013610,0.00013980,1638341643285,0.00013970,0.00000010,0.072,355.92501570,2571660.00000000,0.00013840
ONTBTC,0.00001686,1766.00000000,0.00001685,235.00000000,1638428055194,12213,31205213,0.00001745,31217425,0.00001686,412.00000000,0.00001670,0.00001740,1638341655194,0.00001739,-0.00000054,-3.103,31.64641055,1854738.00000000,0.00001706
ONTETH,0.00021070,1049.00000000,0.00021030,4361.00000000,1638428054276,1125,5866339,0.00021340,5867463,0.00021070,117.00000000,0.00020790,0.00020980,1638341654276,0.00020940,0.00000090,0.429,56.94223180,270692.00000000,0.00021036
ONTBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00246200,0.00000000,0.000,0.00000000,0.00000000,0.00000000
STORMBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000035,0.00000000,0.000,0.00000000,0.00000000,0.00000000
STORMETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00001398,0.00000000,0.000,0.00000000,0.00000000,0.00000000
STORMBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00006550,0.00000000,0.000,0.00000000,0.00000000,0.00000000
QTUMBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.09597000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
QTUMUSDT,14.59300000,1.50000000,14.59000000,91.60000000,1638428056412,129963,53901869,16.41300000,54031831,14.58900000,306.50000000,14.26800000,16.21600000,1638341656412,16.21100000,-1.62700000,-10.033,42625921.03490000,2762453.90000000,15.43045516
XEMBTC,0.00000294,57576.00000000,0.00000293,90124.00000000,1638428052162,3069,20562605,0.00000305,20565673,0.00000293,753.00000000,0.00000291,0.00000302,1638341652162,0.00000303,-0.00000009,-2.980,16.58331627,5571031.00000000,0.00000298
XEMETH,0.00003676,18474.00000000,0.00003666,12095.00000000,1638428050969,370,2923866,0.00003744,2924235,0.00003667,4218.00000000,0.00003615,0.00003630,1638341650969,0.00003639,0.00000037,1.019,24.26863652,661277.00000000,0.00003670
XEMBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00244100,0.00000000,0.000,0.00000000,0.00000000,0.00000000
WANBTC,0.00001484,29.00000000,0.00001481,1601.00000000,1638428054783,4343,18355433,0.00001534,18359775,0.00001481,24.00000000,0.00001477,0.00001519,1638341654783,0.00001519,-0.00000038,-2.502,7.66576410,508906.00000000,0.00001506
WANETH,0.00018560,323.00000000,0.00018490,947.00000000,1638428054983,1731,4890377,0.00018900,4892107,0.00018560,28.00000000,0.00018110,0.00018270,1638341654983,0.00018280,0.00000290,1.587,34.56001320,186867.00000000,0.00018494
WANBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00181000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
WPRBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000027,0.00000000,0.000,0.00000000,0.00000000,0.00000000
WPRETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00004020,0.00000000,0.000,0.00000000,0.00000000,0.00000000
QLCBTC,0.00000068,480473.00000000,0.00000067,920284.00000000,1638428052906,7229,8083278,0.00000075,8090506,0.00000068,888.00000000,0.00000062,0.00000064,1638341652906,0.00000064,0.00000004,6.250,41.93914222,60936085.00000000,0.00000069
QLCETH,0.00000854,31983.00000000,0.00000841,16313.00000000,1638427687932,1226,2606378,0.00000936,2607603,0.00000854,218.00000000,0.00000755,0.00000762,1638341287932,0.00000762,0.00000092,12.073,125.65607415,14674106.00000000,0.00000856
SYSBTC,0.00001483,6545.00000000,0.00001480,33.00000000,1638428051134,38503,9849483,0.00001540,9887985,0.00001483,2937.00000000,0.00001329,0.00001329,1638341651134,0.00001330,0.00000154,11.588,273.37235377,18698434.00000000,0.00001462
SYSETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00011047,0.00000000,0.000,0.00000000,0.00000000,0.00000000
SYSBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00163500,0.00000000,0.000,0.00000000,0.00000000,0.00000000
QLCBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00092200,0.00000000,0.000,0.00000000,0.00000000,0.00000000
GRSBTC,0.00001672,149.00000000,0.00001664,237.00000000,1638428025762,765,8934158,0.00001731,8934922,0.00001672,87.00000000,0.00001662,0.00001731,1638341625762,0.00001731,-0.00000059,-3.408,2.32392546,136719.00000000,0.00001700
GRSETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00076455,0.00000000,0.000,0.00000000,0.00000000,0.00000000
ADAUSDT,1.53800000,49930.60000000,1.53700000,74593.60000000,1638428056367,339438,324553906,1.62200000,324893343,1.53800000,73.20000000,1.51700000,1.58100000,1638341656367,1.58000000,-0.04300000,-2.720,242011887.01800000,153943063.30000000,1.57208699
ADABNB,0.00248200,5936.60000000,0.00248000,3518.80000000,1638428054672,8362,11272899,0.00254100,11281260,0.00248100,974.40000000,0.00246100,0.00251300,1638341654672,0.00251300,-0.00003200,-1.273,7523.68122040,3026805.60000000,0.00248568
CLOAKBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00015550,0.00000000,0.000,0.00000000,0.00000000,0.00000000
CLOAKETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00414200,0.00000000,0.000,0.00000000,0.00000000,0.00000000
GNTBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000678,0.00000000,0.000,0.00000000,0.00000000,0.00000000
GNTETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00022071,0.00000000,0.000,0.00000000,0.00000000,0.00000000
GNTBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00243900,0.00000000,0.000,0.00000000,0.00000000,0.00000000
LOOMBTC,0.00000203,46621.00000000,0.00000202,18163.00000000,1638428055704,3173,12058032,0.00000212,12061204,0.00000202,36041.00000000,0.00000200,0.00000205,1638341655704,0.00000204,-0.00000003,-1.463,25.89539809,12695477.00000000,0.00000204
LOOMETH,0.00002539,4296.00000000,0.00002530,2296.00000000,1638428056383,1409,3435911,0.00002627,3437319,0.00002530,3590.00000000,0.00002454,0.00002454,1638341656383,0.00002463,0.00000076,3.097,125.42164228,4976167.00000000,0.00002520
LOOMBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00088500,0.00000000,0.000,0.00000000,0.00000000,0.00000000
XRPUSDT,0.96930000,12812.00000000,0.96920000,502.00000000,1638428056240,352293,387284208,1.01730000,387636500,0.96920000,3321.00000000,0.95450000,1.00420000,1638341656240,1.00410000,-0.03500000,-3.485,259415244.34010000,261087414.00000000,0.99359536
BCNBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000022,0.00000000,0.000,0.00000000,0.00000000,0.00000000
BCNETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000707,0.00000000,0.000,0.00000000,0.00000000,0.00000000
BCNBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00002000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
REPBTC,0.00038730,250.00000000,0.00038490,60.79000000,1638428053325,1757,10398244,0.00039200,10400000,0.00038740,62.54000000,0.00037730,0.00038770,1638341653325,0.00038770,-0.00000030,-0.077,9.60740577,25006.21000000,0.00038420
REPETH,0.00486500,4.40000000,0.00478400,12.70000000,1638428039066,169,1725024,0.00489300,1725192,0.00479400,4.55000000,0.00463900,0.00468100,1638341639066,0.00465400,0.00011300,2.414,8.87561896,1876.18000000,0.00473069
REPBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.44670000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
BTCTUSD,56613.17000000,0.04421000,56587.42000000,0.17671000,1638428052744,4514,9091395,59098.77000000,9095908,56545.69000000,0.00782000,55850.00000000,56958.59000000,1638341652744,57089.54000000,-412.90000000,-0.725,6812532.79566470,119.26198000,57122.41902796
TUSDBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00025971,0.00000000,0.000,0.00000000,0.00000000,0.00000000
ETHTUSD,4531.82000000,1.02320000,4528.30000000,0.66270000,1638428056212,3211,3483738,4782.76000000,3486948,4525.73000000,0.70000000,4444.01000000,4731.68000000,1638341656212,4735.37000000,-205.95000000,-4.353,5846419.95592800,1269.00290000,4607.09739586
TUSDETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00762097,0.00000000,0.000,0.00000000,0.00000000,0.00000000
TUSDBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.06777000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
ZENBTC,0.00181300,0.42000000,0.00181100,15.90000000,1638428053672,7587,9079665,0.00203500,9087251,0.00181200,8.22000000,0.00179400,0.00203000,1638341653672,0.00202900,-0.00021800,-10.739,54.79863308,28505.78000000,0.00192237
ZENETH,0.02268000,11.80000000,0.02264000,0.46000000,1638428055295,1808,1480582,0.02492000,1482389,0.02267000,1.86000000,0.02247000,0.02436000,1638341655295,0.02438000,-0.00169000,-6.938,100.84648040,4277.89000000,0.02357388
ZENBNB,0.16550000,3.75000000,0.16530000,11.93000000,1638428054905,1183,768878,0.18350000,770060,0.16530000,0.57000000,0.16500000,0.18350000,1638341654905,0.18420000,-0.01820000,-9.918,1022.78780700,5965.28000000,0.17145680
SKYBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000829,0.00000000,0.000,0.00000000,0.00000000,0.00000000
SKYETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00222000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
SKYBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.03022000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
EOSUSDT,3.92400000,1229.40000000,3.92300000,777.80000000,1638428055125,116268,185655025,4.11700000,185771292,3.92200000,202.00000000,3.85500000,4.04700000,1638341655125,4.04600000,-0.12500000,-3.089,55379388.83640000,13810940.30000000,4.00982030
EOSBNB,0.00634000,1564.50000000,0.00632000,922.90000000,1638428047609,1326,6289376,0.00643000,6290701,0.00633000,119.70000000,0.00623000,0.00642000,1638341647609,0.00642000,-0.00009000,-1.402,588.14866900,92764.80000000,0.00634021
CVCBTC,0.00000948,1719.00000000,0.00000946,7260.00000000,1638428055033,5124,9219546,0.00001017,9224669,0.00000946,91.00000000,0.00000929,0.00000978,1638341655033,0.00000977,-0.00000032,-3.272,19.45996814,2016604.00000000,0.00000965
CVCETH,0.00011870,60.00000000,0.00011820,7483.00000000,1638428013511,676,1140874,0.00012670,1141549,0.00011830,374.00000000,0.00011510,0.00011800,1638341613511,0.00011750,0.00000030,0.254,41.88220680,349829.00000000,0.00011972
CVCBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00211200,0.00000000,0.000,0.00000000,0.00000000,0.00000000
THETABTC,0.00011270,994.40000000,0.00011260,705.50000000,1638428056297,12819,30833350,0.00011920,30846168,0.00011270,8.00000000,0.00011160,0.00011770,1638341656297,0.00011770,-0.00000500,-4.248,104.03038685,906049.20000000,0.00011482
THETAETH,0.00140800,157.00000000,0.00140600,825.40000000,1638428055678,3872,5172439,0.00144900,5176310,0.00140700,55.30000000,0.00140000,0.00141600,1638341655678,0.00141600,-0.00000900,-0.636,447.19879260,314644.60000000,0.00142128
THETABNB,0.01028000,157.00000000,0.01027000,308.40000000,1638428054792,2498,2649018,0.01071000,2651515,0.01028000,151.10000000,0.01024000,0.01065000,1638341654792,0.01065000,-0.00037000,-3.474,2093.14134700,200593.50000000,0.01043474
XRPBNB,0.00156500,8978.00000000,0.00156300,24334.00000000,1638428053283,8532,12750445,0.00160400,12758976,0.00156300,475.00000000,0.00154900,0.00159500,1638341653283,0.00159500,-0.00003200,-2.006,7112.46883200,4521097.00000000,0.00157317
TUSDUSDT,0.99930000,238205.00000000,0.99920000,453495.00000000,1638428049376,17827,16624262,0.99940000,16642088,0.99920000,5744.00000000,0.99910000,0.99910000,1638341649376,0.99910000,0.00010000,0.010,59930090.84450000,59978176.00000000,0.99919829
IOTAUSDT,1.37400000,191.00000000,1.37350000,441.00000000,1638428054195,99446,51376122,1.44610000,51475567,1.37350000,67.00000000,1.33510000,1.43150000,1638341654195,1.43140000,-0.05800000,-4.052,24915334.80810000,17874483.00000000,1.39390520
XLMUSDT,0.32430000,62345.00000000,0.32420000,5049.00000000,1638428056430,117913,115470860,0.34430000,115588772,0.32420000,1484.00000000,0.31690000,0.34250000,1638341656430,0.34240000,-0.01830000,-5.343,36461232.11200000,109782256.00000000,0.33212318
IOTXBTC,0.00000264,195659.00000000,0.00000263,70474.00000000,1638428055580,12669,10179953,0.00000281,10192621,0.00000264,150.00000000,0.00000258,0.00000272,1638341655580,0.00000272,-0.00000008,-2.941,48.30992190,18087747.00000000,0.00000267
IOTXETH,0.00003291,5374.00000000,0.00003287,32282.00000000,1638428054912,2439,4039205,0.00003381,4041643,0.00003289,1235.00000000,0.00003231,0.00003272,1638341654912,0.00003271,0.00000017,0.520,154.39133981,4667735.00000000,0.00003308
QKCBTC,0.00000055,1043650.00000000,0.00000054,1151404.00000000,1638428020846,2128,12667552,0.00000055,12669679,0.00000055,5805.00000000,0.00000051,0.00000053,1638341620846,0.00000054,0.00000002,3.774,13.01622781,24362617.00000000,0.00000053
QKCETH,0.00000683,15532.00000000,0.00000678,2473.00000000,1638427636181,589,3114592,0.00000690,3115180,0.00000683,1064.00000000,0.00000637,0.00000643,1638341236181,0.00000645,0.00000040,6.221,46.73890143,7171159.00000000,0.00000652
AGIBTC,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00000668,0.00000000,0.000,0.00000000,0.00000000,0.00000000
AGIETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00007363,0.00000000,0.000,0.00000000,0.00000000,0.00000000
AGIBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00077200,0.00000000,0.000,0.00000000,0.00000000,0.00000000
NXSBTC,0.00001008,6303.00000000,0.00001001,3284.00000000,1638428046828,3555,5001221,0.00001063,5004775,0.00001001,1861.00000000,0.00000948,0.00000970,1638341646828,0.00000975,0.00000031,3.196,16.54737099,1628607.00000000,0.00001016
NXSETH,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.00077300,0.00000000,0.000,0.00000000,0.00000000,0.00000000
NXSBNB,0.00000000,0.00000000,0.00000000,0.00000000,1637926507747,0,-1,0.00000000,-1,0.00000000,0.00000000,0.00000000,0.00000000,1637840107747,0.01087000,0.00000000,0.000,0.00000000,0.00000000,0.00000000
ENJBNB,0.00547100,206.50000000,0.00546500,206.60000000,1638428054865,2475,2610071,0.00581900,2612545,0.00546800,45.40000000,0.00541600,0.00577300,1638341654865,0.00578100,-0.00030500,-5.283,1148.97119560,205397.50000000,0.00559389
DATABTC,0.00000267,12164.00000000,0.00000266,988.00000000,1638428033169,5976,12110205,0.00000283,12116180,0.00000267,415.00000000,0.00000259,0.00000281,1638341633169,0.00000280,-0.00000014,-4.982,20.80069331,7712553.00000000,0.00000270
DATAETH,0.00003328,8758.00000000,0.00003321,13282.00000000,1638428048439,640,2086796,0.00003520,2087435,0.00003336,3989.00000000,0.00003256,0.00003357,1638341648439,0.00003395,-0.00000021,-0.626,46.63998254,1401237.00000000,0.00003328
ONTUSDT,0.95290000,563.00000000,0.95260000,337.00000000,1638428056231,57011,74044337,0.99810000,74101347,0.95250000,350.00000000,0.93340000,0.99050000,1638341656231,0.99040000,-0.03800000,-3.836,13826054.41940000,14178473.00000000,0.97514411
TRXBNB,0.00015540,53096.00000000,0.00015520,9561.00000000,1638428055606,8024,14728361,0.00015720,14736384,0.00015520,3510.00000000,0.00015070,0.00015450,1638341655606,0.00015450,0.00000070,0.453,4571.37799910,29668981.00000000,0.00015408
TRXUSDT,0.09625000,150644.80000000,0.09624000,58305.60000000,1638428056021,239480,158846859,0.10064000,159086338,0.09624000,807.80000000,0.09496000,0.09718000,1638341656021,0.09718000,-0.00094000,-0.967,352950729.82601100,3624489023.80000000,0.09737945
ETCUSDT,47.06000000,81.83000000,47.04000000,304.08000000,1638428056473,72158,123966432,49.39000000,124038589,47.05000000,12.32000000,46.32000000,48.79000000,1638341656473,48.78000000,-1.74000000,-3.566,40887095.00010000,850539.24000000,48.07196785
ETCBNB,0.07600000,49.80000000,0.07580000,14.51000000,1638428035411,613,2243288,0.07780000,2243900,0.07600000,13.73000000,0.07540000,0.07740000,1638341635411,0.07760000,-0.00140000,-1.809,407.94821100,5368.34000000,0.07599150
ICXUSDT,1.68400000,692.80000000,1.68200000,4355.70000000,1638428055558,30164,33852514,1.83800000,33882677,1.68300000,388.50000000,1.66900000,1.77700000,1638341655558,1.77800000,-0.09400000,-5.290,10846451.03240000,6181181.20000000,1.75475377
SCBTC,0.00000040,2388600.00000000,0.00000039,47531909.00000000,1638428056163,6070,6271615,0.00000042,6277684,0.00000040,112998.00000000,0.00000039,0.00000041,1638341656163,0.00000041,-0.00000001,-2.439,83.65946594,208530848.00000000,0.00000040
